Date,Close,High,Low,Open,Volume,SMA_20,EMA_50,RSI_14,MACD,MACD_SIGNAL,MACD_HIST,ATR_14,PN_GROWTH_5,PN_VOL_20,PN_MOVAVE_10
2009-01-02,7.9486083984375,7.960976836711725,7.557263547564956,7.633948717338306,144961322,,,,,,,,,,
2009-01-05,8.115089416503906,8.194002852895906,7.7922677928148865,7.940691887124179,196293007,,,,,,,,,,
2009-01-06,8.263762474060059,8.430492023874702,8.074026566992478,8.2370459640071,257971329,,,,,,,,,,
2009-01-07,7.965677261352539,8.185838885129215,7.885033769950457,8.121769840773442,180453860,,,,,,,,,,
2009-01-08,8.044340133666992,8.044340133666992,7.850151982850583,7.873406026816343,144567852,,,,,,,,,,
2009-01-09,7.793999671936035,8.10148581277446,7.752688346424151,8.10148581277446,174270770,,,,,,,,0.9805489566536129,,
2009-01-12,7.735124588012695,7.889981083795515,7.674271261032066,7.82467405785366,132667413,,,,,,,,0.9531779862192935,,
2009-01-13,7.775446891784668,7.930797818976785,7.6782289536756,7.712366242968258,177964564,,,,,,,,0.9409088071192495,,
2009-01-14,7.44520378112793,7.762583827395909,7.365549156019397,7.668582077809623,219535801,,,,,,,,0.9346604860895111,,
2009-01-15,7.396223068237305,7.509768240716158,7.0944271785603386,7.361096435010513,238269759,,,,,,,,0.9194319167687599,,7.848347568511963
2009-01-16,7.413044929504394,7.625291339529532,7.314837648573157,7.54538902624121,209759293,,,,,,,,0.951122047925746,,7.794791221618652
2009-01-20,6.994489669799805,7.408839986183645,6.994489669799805,7.399934008486031,202684876,,,,,,,,0.9042504215949321,,7.682731246948242
2009-01-21,7.49739933013916,7.5077881366383155,7.133017720055051,7.133017720055051,197718329,,,,,,,,0.9642403111338481,,7.606094932556152
2009-01-22,7.582000732421875,7.652502637521116,7.3012320398033665,7.372722813863392,331919470,,,,,,,,1.0183738357357925,,7.567727279663086
2009-01-23,8.032219886779785,8.21181324716327,7.525598881669856,7.650523138853792,430921167,,,51.44468037355088,,,,0.375230336066852,1.0859894046832816,,7.566515254974365
2009-01-26,8.011688232421875,8.113853346868167,7.929807715823039,8.035930673518642,185119281,,,51.05457751851657,,,,0.36157428570815736,1.0807553857571863,,7.588284111022949
2009-01-27,8.199939727783203,8.259062533095433,8.021583390124913,8.075510844868605,197830749,,,54.46408681884935,,,,0.3534171439199717,1.1723428176880704,,7.634765625
2009-01-28,8.625176429748535,8.71571572759617,8.319422662549892,8.360733520054854,308809170,,,61.06230960706303,,,,0.3650142050551856,1.1504224398286709,,7.719738578796386
2009-01-29,8.492830276489258,8.535625376900805,8.413423347738197,8.523009721152118,292444059,,,58.23407537754912,,,,0.35406698198055364,1.120130500670163,,7.82450122833252
2009-01-30,8.374340057373047,8.628392267896475,8.311754306298035,8.52672156135632,187580472,7.885330247879028,,55.744638526600454,,,,0.3513934805246884,1.0425934766995555,0.4141503333819076,7.922312927246094
2009-02-02,8.424802780151367,8.534388204587772,8.212803124920528,8.26945186064176,209056670,7.909139966964721,,56.595639683289434,,,,0.34926430903487093,1.051563981990424,0.4313124345923727,8.02348871231079
2009-02-03,8.421833992004395,8.484914161954155,8.258072009588462,8.474276244499828,263243015,7.924477195739746,,56.526772604852304,,,,0.34051986927278677,1.0270604750263426,0.44428021528985123,8.16622314453125
2009-02-04,8.484914779663086,8.767910304813645,8.390169962044912,8.412433720211357,273718132,7.935534811019897,,57.70444896420012,,,,0.3431784745224973,0.9837381123472811,0.45577254556569263,8.264974689483642
2009-02-05,8.750097274780273,8.791161850522485,8.336489646980663,8.43321219050412,291665150,7.974755811691284,,62.32496201814536,,,,0.3511423123095919,1.0302922571057624,0.49090042696635355,8.381784343719483
2009-02-06,9.184488296508787,9.24707404249275,8.792647063079102,8.8178802719026,282579221,8.031763219833374,,68.41237961532356,,,,0.3615590591240837,1.0967417412698042,0.5606525882733983,8.497011184692383
2009-02-09,9.369770050048828,9.42493453984274,9.086031913558532,9.18448783546149,199838246,8.110551738739014,,70.59480757836883,,,,0.359940742492664,1.1121649128836322,0.6317008506190227,8.632819366455077
2009-02-10,8.86859130859375,9.338353297680582,8.853254368471935,9.300752599063015,285213056,8.167225074768066,,58.767069145116594,,,,0.37112466671296607,1.053047509249589,0.6469082108652613,8.699684524536133
2009-02-11,8.856965065002441,9.029137194079778,8.732288009772555,8.879476042109086,210048373,8.221300983428955,,58.52211745268495,,,,0.3658192751125559,1.0438484410274924,0.6575505369383244,8.722863388061523
2009-02-12,8.980897903442383,8.994997808552338,8.69468574254154,8.736244753464847,222844155,8.298085689544678,,60.4161860804337,,,,0.36114018874814463,1.0263769214688994,0.6517920339760681,8.771670150756837
2009-02-13,8.848057746887207,8.979413429546943,8.787450699600553,8.959622793376417,166489714,8.370677423477172,,57.39100994152204,,,,0.34916211839769357,0.9633697013093844,0.6264161276650303,8.819041919708251
2009-02-17,8.476503372192383,8.586089743684207,8.403033446774609,8.57174167326381,228067661,8.423850345611573,,49.869424391431814,,,,0.3560094170916153,0.9046650373397594,0.5845888379617947,8.824211978912354
2009-02-18,8.735007286071777,8.741686886091445,8.423563831212592,8.589799866642515,241883252,8.510876226425172,,54.351897463185104,,,,0.3533032483621323,0.984937402359208,0.48097569154752257,8.855529308319092
2009-02-19,8.476008415222168,8.900501233659721,8.44558175234879,8.842863626259794,200295955,8.559806680679321,,49.56950702960342,,,,0.36056155071561785,0.9569879019523752,0.4181167841905408,8.854638671875
2009-02-20,8.570257186889648,8.631357718368445,8.287014494930167,8.36246309484868,249616129,8.60921950340271,,51.250489144224495,0.2654060603801618,0.3750600189459463,-0.10965395856578453,0.3594030987672364,0.9542762070154104,0.3491933153982411,8.836654663085938
2009-02-23,8.164812088012695,8.653127621553422,8.152195486184006,8.583862288075451,209626799,8.615849113464355,,44.39491068924439,0.20809187298008247,0.3416663897527735,-0.13357451677269105,0.36951231566739207,0.9227801537444892,0.3387650806537688,8.734687042236327
2009-02-24,8.54552173614502,8.648676685630054,8.185345146918248,8.188561812744291,244749957,8.642540788650512,,51.02026398785109,0.19118617816744177,0.31157034743570716,-0.1203841692682654,0.3776803358066754,1.0081423154008355,0.3083197653898048,8.652262210845947
2009-02-25,8.451271057128906,8.714972260086062,8.38398629851185,8.463886712571508,258529413,8.655107355117797,,49.449427237920744,0.16824364312870266,0.2829050065743063,-0.11466136344560363,0.3743450233614995,0.9675173449030435,0.29412586959456377,8.610530185699464
2009-02-26,8.340943336486816,8.719672587189434,8.340448901985194,8.558137425616232,225064447,8.640895700454712,,47.60187284511458,0.13955034430777147,0.2542340741209993,-0.11468372981322783,0.37469349920740946,0.9840650136103232,0.3023986793233882,8.5589280128479
2009-02-27,8.360980987548828,8.505199571685191,8.19078754325463,8.236304879245758,217612620,8.63430323600769,,47.98200657757917,0.11707796731845299,0.22680285276049003,-0.10972488544203704,0.37038767986620597,0.9755811062868731,0.30719562846837056,8.496936321258545
2009-03-02,8.093073844909668,8.428018110748576,8.064378652545056,8.245703473641848,232407869,8.62023992538452,,43.443929082700286,0.07676567234628173,0.19679541667764838,-0.12002974433136665,0.369905664033157,0.9912137300491763,0.32560929075393236,8.42143793106079
2009-03-03,8.051515579223633,8.25460974101087,7.974088280263495,8.165060273180945,261970262,8.601575565338134,,42.768200506178985,0.04099195369687614,0.16563472408149393,-0.1246427703846178,0.3635210780841726,0.9421912234063032,0.3473729477499059,8.378939151763916
2009-03-04,7.889238834381103,8.138591982316344,7.801668050973166,7.994125242933499,313908211,8.57494580745697,,40.142579596565064,-0.0004481867560173214,0.13241814191399168,-0.132866328670009,0.3616212818883872,0.933497314315376,0.3806936215805779,8.294362306594849
2009-03-05,7.560727596282959,7.893197858509887,7.486515534921192,7.828880643943768,262175027,8.528736448287964,,35.4040594343318,-0.0591164504149031,0.09411122344821271,-0.1532276738631158,0.36483992772412355,0.9064595323659779,0.4431616037154752,8.202834224700927
2009-03-06,7.633206844329834,7.673281608630339,7.278968243766891,7.599811681008958,290452622,8.472891926765442,,37.166351418466334,-0.09862610215057899,0.055563758328454366,-0.15418986047903335,0.36694517323407533,0.9129558906660838,0.48243092647244734,8.109129190444946
2009-03-09,7.195850849151611,7.583732786153391,7.160228835640822,7.420713388649801,259822241,8.373460054397583,,31.569470948926764,-0.16334581065114495,0.011781844532534502,-0.17512765518367945,0.37451894719514217,0.8891369320295543,0.5305797699415742,8.012233066558839
2009-03-10,7.623311996459961,7.68095055345749,7.2789686938661475,7.3779185774292575,270217058,8.28613715171814,,40.93202674486942,-0.1780911795127329,-0.026192760276518984,-0.15189841923621392,0.3824175727030519,0.9468170211495807,0.5008606102920063,7.920012092590332
2009-03-11,7.864253520965576,7.915955071773137,7.562458126347082,7.671054683976382,237832124,8.23592026233673,,45.46149712036861,-0.16839388330968053,-0.0546329848831513,-0.11376089842652923,0.38035181361183784,0.9968329880816079,0.48961122607915436,7.861310338973999
2009-03-12,8.003277778625488,8.039641443061784,7.758872769686882,7.855101363443463,201717262,8.193235898017884,,47.94203659125885,-0.14778701378387993,-0.07326379066329702,-0.0745232231205829,0.3732387321663424,1.0585327505464022,0.46941456711161283,7.827543783187866
2009-03-13,8.025293350219727,8.100495692696253,7.891960387914517,8.066853312192679,156841686,8.14545567035675,,48.34271740832111,-0.1282016201104632,-0.08425135655273026,-0.043950263557732946,0.3614742016388705,1.0513658956040404,0.4321783831255735,7.793975019454956
2009-03-16,7.908287048339844,8.15665038562588,7.881076103091557,8.06413241402773,198613673,8.098467135429383,8.157327337265015,46.30293488149697,-0.12072978738113349,-0.09154704271841091,-0.02918274466272258,0.35533849313140287,1.0990065266947866,0.40178717664505814,7.775496339797973
2009-03-17,8.295426368713379,8.295426368713379,7.893444516548036,7.920407770877548,189206544,8.089413285255432,8.162742985557108,53.3209953885409,-0.08261704059894193,-0.08976104229451712,0.007144001695575192,0.35867016163382714,1.0881656650764822,0.39479960741076414,7.799887418746948
2009-03-18,8.24001407623291,8.410701935212005,8.11508981798729,8.282314741557473,201239478,8.064663624763488,8.16577322440714,52.26800121238762,-0.056235475533284784,-0.08305592894227065,0.026820453408985867,0.35416601560460487,1.0477808293267226,0.3667141394002915,7.834964942932129
2009-03-19,8.161845207214355,8.311753578185822,8.098517809880686,8.204888476786193,165064391,8.048955464363098,8.165619184517226,50.74556805683097,-0.04116099130915707,-0.07467694141564793,0.03351595010649086,0.3440995693689285,1.0198128108226303,0.3546985924291142,7.895076704025269
2009-03-20,8.167285919189453,8.237291955053161,8.072788331967617,8.170747907054015,190226352,8.028806900978088,8.165684546661234,50.85286987829485,-0.02844740993544015,-0.06543103511960638,0.03698362518416623,0.3312712874915439,1.0176931313004076,0.33439167520276897,7.948484611511231
2009-03-23,8.623444557189941,8.644471284450344,8.238283864689997,8.251394903869171,171500425,8.051738524436951,8.183635919623145,58.93115410476341,0.018226283459226167,-0.04869957140383987,0.06692585486306604,0.34169372161792577,1.0904314049905697,0.35902773684442746,8.091243982315063
2009-03-24,8.5880708694458,8.75306897201515,8.50965279731071,8.57149594681877,153372732,8.053865981101989,8.199496113733836,58.133170272899534,0.05176445238475402,-0.028606766646121086,0.0803712190308751,0.33467389683839105,1.0352778130652989,0.36221957598800864,8.187719869613648
2009-03-25,8.511384010314941,8.691224614929085,8.31793793216049,8.667971985442799,174102141,8.056871628761291,8.211727011638978,56.351688530568055,0.07133341702668261,-0.008618729911560347,0.07995214693824296,0.33743195297626283,1.0329331881683015,0.36592123667860754,8.252432918548584
2009-03-26,8.739461898803711,8.884670296359262,8.62097001263372,8.735504528578621,241032074,8.076797556877136,8.232422497410143,60.25298376035395,0.10404655801274743,0.01391432767330121,0.09013223033944621,0.33999297676683843,1.070770356080607,0.39211709898397507,8.326051330566406
2009-03-27,8.601178169250488,8.707549753715048,8.546013692400424,8.658074113540145,133410187,8.088807415962219,8.24688350414898,56.93052830683653,0.11745961531083005,0.034623385200806975,0.08283623011002307,0.32952549316944196,1.0531256349237859,0.4047540277785621,8.383639812469482
2009-03-30,8.477246284484863,8.504951663103471,8.312989856185128,8.473782401763213,124227898,8.10801603794098,8.255917338671956,54.05377078074858,0.11674354557377065,0.051047417275399715,0.06569612829837093,0.32657283744772186,0.983046418199189,0.41397799115495476,8.440535736083984
2009-03-31,8.610085487365723,8.744904125226752,8.563579285094049,8.631606647100437,146760038,8.135944533348084,8.269806285679556,56.58607007849778,0.12544897098880625,0.06592772801808103,0.059521242970725224,0.3223646233973052,1.0025633949992476,0.42855075110309127,8.472001647949218
2009-04-01,8.75925064086914,8.787698617039792,8.425791560797288,8.504208671378366,132542948,8.179445123672485,8.2890001819615,59.298750913239,0.14273905760782313,0.08128999393602945,0.061449063671793674,0.32518908288624804,1.0291217774046864,0.4459915006122103,8.523925304412842
2009-04-02,8.967292785644531,9.14688710888696,8.913366276574923,8.987330642412443,180192885,8.249773383140564,8.315599891909853,62.79086040651182,0.1712547204098449,0.09928293923079254,0.07197178117905237,0.32964961039564594,1.0260692122099653,0.45411749186445044,8.60447006225586
2009-04-03,9.147380828857422,9.19537127894974,8.855974245700045,9.016767732984842,152160204,8.325482082366943,8.348218752182307,65.54655455497938,0.20601042866875474,0.12062843711838497,0.08538199155036977,0.33034585488522084,1.063503237447124,0.47179053776583973,8.702479553222656
2009-04-06,9.10928726196289,9.148371268637884,8.940082677119143,9.078611483658444,131703815,8.421153903007507,8.378064576095271,64.45908534606056,0.22785418417723946,0.14207358653015587,0.0857805976470836,0.32162747893047233,1.0745573451882358,0.42204775298502556,8.751063823699951
2009-04-07,8.872055053710938,8.998215416172535,8.789432396105019,8.969767435586535,147755757,8.483591055870056,8.397436751688042,58.00493951120392,0.22344710211760876,0.15834828964764644,0.06509881246996232,0.3215008637110009,1.0304258960877477,0.38886839804104134,8.779462242126465
2009-04-08,8.954923629760742,9.029136154087745,8.811694878598225,8.992029891924243,111022586,8.538124561309814,8.419298982200697,59.529329011263854,0.22405845298520255,0.17149032231515765,0.0525681306700449,0.3140680359808951,1.0223390101407335,0.37362036302438656,8.823816204071045
2009-04-09,9.214667320251465,9.260430924911836,9.060058038970132,9.140454789461026,135811153,8.598694038391113,8.450489897418374,63.94686943887991,0.24270435329969864,0.18573312851206586,0.05697122478763278,0.31345655449305215,1.0275863117799553,0.3804794157454228,8.871336746215821
