date,daily_return,close_price,news_date,avg_sentiment,article_count,avg_subjectivity,forward_filled
2011-03-03,0.5783213517548846,0.4783850014209747,2011-03-03,-0.3,1,0.4,False
2011-03-07,-1.396889774307919,0.4692162275314331,2011-03-07,-0.125,2,0.4444444444444444,False
2011-03-08,-4.49441206726201,0.4481277167797088,2011-03-08,0.0,4,0.35,False
2011-03-09,-2.0971663209230273,0.4387297332286834,2011-03-09,0.0,3,0.0,False
2011-03-10,-6.374085705724752,0.4107647240161896,2011-03-10,0.5,2,0.5,False
2011-03-15,-2.967017360780222,0.4048049747943878,2011-03-15,-0.13749999999999998,3,0.2333333333333333,False
2011-03-16,-0.7361259857081803,0.4018251001834869,2011-03-16,0.03271604938271605,3,0.14320987654320988,False
2011-03-22,-1.7455014724104378,0.3999912738800049,2011-03-22,0.5,1,0.5,False
2011-03-24,7.9731042373959005,0.4407927691936493,2011-03-24,0.3333333333333333,3,0.3333333333333333,False
2011-03-28,3.703738856300487,0.4428557157516479,2011-03-28,0.25,4,0.25,False
2011-03-29,-0.7764116434626156,0.4394173324108124,2011-03-29,0.0,1,0.0,False
2011-03-30,-3.75588045331654,0.4229133427143097,2011-03-30,-0.2916666666666667,1,0.5416666666666666,False
2011-04-04,-3.571424999574946,0.4022834897041321,2011-04-04,0.16818181818181818,2,0.5272727272727272,False
2011-04-06,-0.6826106419930311,0.400220513343811,2011-04-06,0.0,1,0.0,False
2011-04-07,3.665512661540138,0.4148906469345093,2011-04-07,0.0,1,0.0,False
2011-04-08,-3.03866990579984,0.4022834897041321,2011-04-08,0.0,1,0.0,False
2011-04-12,0.288661295147441,0.3981575071811676,2011-04-12,0.056818181818181816,2,0.13636363636363635,False
2011-04-14,4.222969485752248,0.4242887496948242,2011-04-14,0.0,1,0.0,False
2011-04-18,-3.313733496513971,0.4146614670753479,2011-04-16,0.0,1,0.0,True
2011-04-18,-3.313733496513971,0.4146614670753479,2011-04-18,0.5,2,0.5,False
2011-04-26,2.604967239015643,0.4423972368240356,2011-04-26,0.26666666666666666,1,0.4166666666666667,False
2011-04-27,0.0,0.4423972368240356,2011-04-27,0.25,2,0.25,False
2011-04-28,1.088094706228393,0.4472109377384186,2011-04-28,0.16111111111111112,3,0.24444444444444444,False
